population,group_axis,group_value,n_total,n_candidate,raw_rate,shrunk_rate,ci_low,ci_high,fisher_p,q_value,fleet_rate,population_n,small_population_warning,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
FW_CORE,batt_fru,5B11M90129,10,0,0.0,0.0026,0.0,0.0297,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B11M90163,12,0,0.0,0.0023,0.0,0.0266,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B11M90161,13,0,0.0,0.0022,0.0,0.0253,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,LNV-5B11H56404,14,0,0.0,0.0021,0.0,0.0242,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B11M90099,14,0,0.0,0.0021,0.0,0.0242,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B11H56386,14,0,0.0,0.0021,0.0,0.0242,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B11M90160,15,0,0.0,0.002,0.0,0.0231,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B11M90098,19,0,0.0,0.0017,0.0,0.0196,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B11H56384,19,0,0.0,0.0017,0.0,0.0196,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B10W13974,19,0,0.0,0.0017,0.0,0.0196,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,5B11M90162,20,0,0.0,0.0016,0.0,0.0189,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
FW_CORE,batt_fru,LNV-5B11H56403,22,0,0.0,0.0015,0.0,0.0176,1.0,1.0,0.0041,5,True,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
