stateful_detection_n,stateless_detection_n,overlap_detection_n,stateful_only_detection_n,stateless_only_detection_n,fw_core_n,fw_watch_n,gauge_core_n,gauge_soft_n,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
41,22,12,29,10,5,43,4,22,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
