user_id,window_end_date,window_start_ts,window_end_ts,n_samples_30d,obs_days_in_window,median_interval_h,p95_interval_h,max_gap_h,gaps_gt_6h_count,gaps_gt_12h_count,gaps_gt_24h_count,duplicate_timestamp_count,cycle_decrease_count,fcc_missing_count,rsoc_missing_count,has_counter_reset,window_data_quality_label,cycle_start_30d,cycle_end_30d,cycle_delta_30d,cycle_rate_per_30d,ac_time_ratio_30d,charge_time_ratio_30d,discharge_time_ratio_30d,rsoc_min_30d,rsoc_max_30d,rsoc_swing_30d,rsoc_p05_30d,rsoc_p50_30d,rsoc_p95_30d,frac_below_10_30d,frac_below_20_30d,frac_above_80_30d,frac_above_90_30d,frac_above_95_30d,n_acdc_switches_30d,n_charge_status_switches_30d,n_discharge_sessions_30d,fcc_start_30d,fcc_end_30d,fcc_min_30d,fcc_max_30d,fcc_abs_delta_30d,fcc_any_changes_30d,fcc_effective_changes_30d,fcc_effective_step_abs_max_30d,last_effective_fcc_change_ts_in_window,last_effective_fcc_change_cycle_in_window,soh_start_30d,soh_end_30d,n_80_20_80_ok_complete_30d,n_80_20_80_large_gap_30d,n_80_20_80_no_response_30d,n_80_20_80_censored_30d,n_80_20_80_any_30d,n_85_15_85_ok_complete_30d,n_85_15_85_large_gap_30d,n_85_15_85_no_response_30d,n_85_15_85_censored_30d,n_85_15_85_any_30d,n_90_10_90_ok_complete_30d,n_90_10_90_large_gap_30d,n_90_10_90_no_response_30d,n_90_10_90_censored_30d,n_90_10_90_any_30d,expected_response_30d,observed_response_30d,no_response_count_30d,n_complete_ok_opportunities_30d,p_all_no_response_30d,fw_response_anomaly_score_30d,conformal_p,conformal_p_proxy_final_normal,state_as_of_ts,first_seen_ts,last_seen_ts,last_effective_fcc_value,last_effective_fcc_change_ts,last_effective_fcc_change_cycle,days_since_last_effective_fcc_change,cycles_since_last_effective_fcc_change,cum_primary_no_response_since_last_fcc_change,cum_primary_censored_since_last_fcc_change,cum_primary_ok_since_last_fcc_change,cum_primary_large_gap_since_last_fcc_change,cum_primary_response_since_last_fcc_change,cum_strict_no_response_since_last_fcc_change,cum_strict_censored_since_last_fcc_change,cum_strict_ok_since_last_fcc_change,cum_strict_large_gap_since_last_fcc_change,cum_strict_response_since_last_fcc_change,cum_expected_response_since_last_fcc_change,cum_observed_response_since_last_fcc_change,cum_log_p_all_no_response_since_last_fcc_change,cum_fw_response_anomaly_score,cluster_id,cluster_profile_name,cluster_action_hint,window_label,stateful_label,recommended_action,alert_fired,consecutive_windows_opportunity_no_response,primary_evidence,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
ASANTHOSH_asanthosh,2026-05-29,2026-04-29 23:59:59.999999999,2026-05-29 23:59:59.999999999,321,29.725,0.5,12.463,65.064,31,17,2,0,0,0,0,False,WINDOW_QUALITY_OK,31.0,48.0,17.0,17.157,0.2413,0.1277,0.7587,1.0,100.0,99.0,5.0,36.0,100.0,0.0887,0.2554,0.2061,0.1421,0.1262,57,79,29,58380.0,58960.0,58260.0,60090.0,1830.0,19,4,1830.0,2026-05-21 14:46:16,44.0,97.3,98.27,3,8,1,1,12,3,8,1,1,12,3,8,1,1,12,2.0239,2,1,3,0.029973,1.5233,0.13513,0.16981,2026-05-29 23:59:59.999999999,2026-02-03 16:23:48,2026-05-29 22:40:36,59000.0,2026-05-21 14:46:16,44.0,8.385,4.0,1,1,2,1,0,1,1,2,1,0,0.7143,0,-1.25276,0.5441,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=8.385, cyc_since=4.0, cum_primary_no_response=1, cum_strict_no_response=1, cum_anom=0.544, win_anom=1.523, expected=2.024, observed=2, n_ok_opp=3, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
ATOKYO-PF3TQD0N_atokyo,2024-07-16,2024-06-16 23:59:59.999999999,2024-07-16 23:59:59.999999999,922,29.448,0.344,2.136,42.147,33,4,1,0,0,0,0,False,WINDOW_QUALITY_OK,228.0,249.0,21.0,21.393,0.5645,0.2494,0.4355,44.0,100.0,56.0,66.0,96.0,100.0,0.0,0.0,0.8771,0.7306,0.5465,324,417,162,57570.0,57570.0,57570.0,57570.0,0.0,0,0,0.0,,,101.0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2024-07-16 23:59:59.999999999,2023-02-06 09:32:53,2024-07-16 10:49:35,57570.0,2023-02-06 09:32:53,77.0,526.602,172.0,1,0,1,7,0,0,0,0,2,0,0.1761,0,-0.19365,0.0841,1,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=526.602, cyc_since=172.0, cum_primary_no_response=1, cum_strict_no_response=0, cum_anom=0.084, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
AVON-SVTSKU3_Avon,2026-06-01,2026-05-02 23:59:59.999999999,2026-06-01 23:59:59.999999999,567,26.259,0.479,4.328,51.067,25,7,4,0,0,0,0,False,WINDOW_QUALITY_OK,29.0,56.0,27.0,30.846,0.3841,0.2403,0.6159,1.0,100.0,99.0,17.0,63.0,100.0,0.0111,0.0392,0.3871,0.293,0.2247,169,238,85,57940.0,57340.0,57340.0,57940.0,600.0,28,1,280.0,2026-05-11 13:35:51,33.0,99.9,98.86,5,5,5,0,10,3,2,3,0,5,2,1,2,0,3,1.336,0,5,5,0.210595,0.6766,0.25019,0.32119,2026-06-01 23:59:59.999999999,2026-03-16 19:28:59,2026-06-01 16:37:34,57610.0,2026-05-11 13:35:51,33.0,21.433,23.0,5,0,5,3,0,2,0,2,0,0,1.336,0,-1.55782,0.6766,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=21.433, cyc_since=23.0, cum_primary_no_response=5, cum_strict_no_response=2, cum_anom=0.677, win_anom=0.677, expected=1.336, observed=0, n_ok_opp=5, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
BRYAN_X1,2025-10-08,2025-09-08 23:59:59.999999999,2025-10-08 23:59:59.999999999,179,29.251,0.5,21.726,39.077,27,23,7,0,0,0,0,False,WINDOW_QUALITY_OK,127.0,128.0,1.0,1.026,0.9927,0.0433,0.0073,95.0,100.0,5.0,95.0,97.0,100.0,0.0,0.0,1.0,1.0,0.9397,6,14,3,48590.0,48590.0,48590.0,48590.0,0.0,0,0,0.0,,,85.17,85.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2025-10-08 23:59:59.999999999,2023-04-04 22:34:38,2025-10-08 13:59:45,48590.0,2024-04-17 09:04:09,77.0,539.622,51.0,0,0,0,10,0,0,0,0,5,0,0.0,0,0.0,-0.0,1,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=539.622, cyc_since=51.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
CARBON9TH_Dexter,2024-06-07,2024-05-08 23:59:59.999999999,2024-06-07 23:59:59.999999999,463,29.242,0.5,4.977,70.289,22,19,3,0,0,0,0,False,WINDOW_QUALITY_OK,426.0,433.0,7.0,7.181,0.8277,0.2679,0.1723,17.0,100.0,83.0,67.1,98.0,100.0,0.0,0.0016,0.9387,0.8869,0.7805,52,133,26,49140.0,49140.0,49140.0,49140.0,0.0,0,0,0.0,,,86.13,86.13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2024-06-07 23:59:59.999999999,2023-02-04 11:14:49,2024-06-07 09:10:29,49160.0,2023-06-16 18:31:34,283.0,357.228,150.0,5,0,5,26,0,0,0,0,5,0,0.4073,0,-0.43246,0.1878,0,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=357.228, cyc_since=150.0, cum_primary_no_response=5, cum_strict_no_response=0, cum_anom=0.188, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
CARLLAPTOP_CarlWu,2024-07-15,2024-06-15 23:59:59.999999999,2024-07-15 23:59:59.999999999,818,29.457,0.499,5.049,12.769,23,2,0,0,0,0,0,False,WINDOW_QUALITY_OK,229.0,248.0,19.0,19.35,0.4486,0.1922,0.5514,2.0,100.0,98.0,21.0,91.0,100.0,0.0219,0.0252,0.712,0.5841,0.4681,230,278,116,46400.0,46400.0,46400.0,46400.0,0.0,0,0,0.0,,,81.4,81.4,1,2,1,0,3,0,2,0,0,2,0,2,0,0,2,0.0412,0,1,1,0.958801,0.0183,0.98817,0.99915,2024-07-15 23:59:59.999999999,2023-05-05 20:52:11,2024-07-15 15:09:37,46400.0,2024-02-23 19:13:27,165.0,143.199,83.0,9,0,9,10,0,3,0,3,9,0,0.3574,0,-0.36474,0.1584,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_OPPORTUNITY_NO_RESPONSE,STATEFUL_WATCH,ACTION_WATCH,False,36,"days_since_fcc=143.199, cyc_since=83.0, cum_primary_no_response=9, cum_strict_no_response=3, cum_anom=0.158, win_anom=0.018, expected=0.041, observed=0, n_ok_opp=1, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
CHIKARA7-3PAB5T_chikara7,2024-07-29,2024-06-29 23:59:59.999999999,2024-07-29 23:59:59.999999999,213,28.911,0.498,11.228,191.632,17,8,5,0,0,0,0,False,WINDOW_QUALITY_OK,297.0,302.0,5.0,5.188,0.5262,0.1372,0.4738,17.0,80.0,63.0,28.6,76.0,80.0,0.0,0.0192,0.0,0.0,0.0,62,70,31,48080.0,48080.0,48080.0,48080.0,0.0,0,0,0.0,,,84.28,84.28,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2024-07-29 23:59:59.999999999,2023-02-06 10:28:56,2024-07-29 16:38:14,48080.0,2023-02-06 10:28:56,80.0,539.563,222.0,5,0,5,64,0,0,0,0,2,0,0.138,0,-0.14148,0.0614,3,AC_BOUND,gauge_reset_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=539.563, cyc_since=222.0, cum_primary_no_response=5, cum_strict_no_response=0, cum_anom=0.061, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
COLIN_cdorner,2026-05-12,2026-04-12 23:59:59.999999999,2026-05-12 23:59:59.999999999,566,29.174,0.5,3.909,66.568,23,12,4,0,0,0,0,False,WINDOW_QUALITY_OK,20.0,27.0,7.0,7.198,0.6929,0.0672,0.3071,20.0,80.0,60.0,51.25,79.0,80.0,0.0,0.0,0.0,0.0,0.0,160,185,80,99730.0,99620.0,99620.0,99730.0,110.0,7,0,0.0,,,99.83,99.72,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2026-05-12 23:59:59.999999999,2025-10-13 15:02:56,2026-05-12 12:27:16,99900.0,2025-10-13 15:02:56,1.0,211.373,26.0,0,0,0,4,0,0,0,0,0,0,0.0,0,0.0,-0.0,3,AC_BOUND,gauge_reset_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=211.373, cyc_since=26.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
CQUEEN-PW06FV2M_cqueen,2026-05-13,2026-04-13 23:59:59.999999999,2026-05-13 23:59:59.999999999,511,29.242,0.5,4.41,59.786,25,22,3,0,0,0,0,False,WINDOW_QUALITY_OK,309.0,316.0,7.0,7.181,0.7561,0.1227,0.2412,5.0,100.0,95.0,71.0,100.0,100.0,0.0158,0.0158,0.9377,0.8926,0.7544,77,98,38,74170.0,74190.0,74170.0,74190.0,20.0,1,0,0.0,,,82.33,82.35,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0.0,0,0,0,,0.0,,,2026-05-13 23:59:59.999999999,2023-10-23 08:37:45,2026-05-13 14:02:10,74170.0,2025-05-28 08:06:42,254.0,350.662,62.0,1,0,1,18,0,0,0,0,14,0,0.5385,0,-0.77319,0.3358,0,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=350.662, cyc_since=62.0, cum_primary_no_response=1, cum_strict_no_response=0, cum_anom=0.336, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
DESKTOP-2OI6HV8_jnunez5,2024-06-28,2024-05-29 23:59:59.999999999,2024-06-28 23:59:59.999999999,323,28.866,0.48,16.304,74.559,24,17,5,0,0,0,0,False,WINDOW_QUALITY_OK,7.0,12.0,5.0,5.196,0.6262,0.1749,0.3738,15.0,100.0,85.0,47.0,97.0,100.0,0.0,0.0138,0.8101,0.7374,0.5682,89,108,45,59580.0,59490.0,59490.0,59580.0,90.0,6,0,0.0,,,102.72,102.57,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2755,0,1,1,0.72449,0.14,0.69346,0.8508,2024-06-28 23:59:59.999999999,2024-05-28 15:42:32,2024-06-28 10:20:38,59580.0,2024-05-28 15:42:32,7.0,31.345,5.0,1,0,1,0,0,0,0,0,0,0,0.2755,0,-0.32229,0.14,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_OPPORTUNITY_NO_RESPONSE,STATEFUL_WATCH,ACTION_WATCH,False,20,"days_since_fcc=31.345, cyc_since=5.0, cum_primary_no_response=1, cum_strict_no_response=0, cum_anom=0.14, win_anom=0.14, expected=0.276, observed=0, n_ok_opp=1, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
DRUBRIGHT-N1GRS_drubright,2024-01-04,2023-12-05 23:59:59.999999999,2024-01-04 23:59:59.999999999,356,19.99,0.5,5.017,58.847,11,7,2,0,0,0,0,False,WINDOW_QUALITY_OK,2.0,7.0,5.0,7.504,0.6783,0.0891,0.3217,18.0,100.0,82.0,53.0,98.0,100.0,0.0,0.0122,0.7849,0.7164,0.6651,38,51,19,61110.0,60430.0,60430.0,61110.0,680.0,6,1,620.0,2023-12-20 08:06:45,4.0,107.15,105.96,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0.386,0,1,1,0.613982,0.2118,0.61968,0.7697,2024-01-04 23:59:59.999999999,2023-12-15 13:06:55,2024-01-04 12:53:00,60470.0,2023-12-20 08:06:45,4.0,15.662,3.0,1,0,1,0,0,0,0,0,0,0,0.386,0,-0.48779,0.2118,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=15.662, cyc_since=3.0, cum_primary_no_response=1, cum_strict_no_response=0, cum_anom=0.212, win_anom=0.212, expected=0.386, observed=0, n_ok_opp=1, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
EBUCHHOLZ-HKD6N_ebuchholz,2025-08-06,2025-07-07 23:59:59.999999999,2025-08-06 23:59:59.999999999,352,29.075,0.5,11.387,59.794,31,11,5,0,0,0,0,False,WINDOW_QUALITY_OK,16.0,26.0,10.0,10.318,0.4682,0.2066,0.5318,12.0,100.0,88.0,26.0,88.0,100.0,0.0,0.0074,0.5661,0.4318,0.3135,62,83,32,56960.0,55960.0,55860.0,56960.0,1100.0,13,3,570.0,2025-07-28 21:05:57,24.0,99.93,98.18,2,3,1,0,5,0,2,0,0,2,0,0,0,0,0,0.5482,1,1,2,0.526902,0.2783,0.54777,0.68492,2025-08-06 23:59:59.999999999,2025-05-27 14:24:58,2025-08-06 10:10:25,55980.0,2025-07-28 21:05:57,24.0,9.121,2.0,1,0,1,0,0,0,0,0,0,0,0.2727,0,-0.31845,0.1383,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=9.121, cyc_since=2.0, cum_primary_no_response=1, cum_strict_no_response=0, cum_anom=0.138, win_anom=0.278, expected=0.548, observed=1, n_ok_opp=2, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
EMOURA3-W0A2BQE_emoura3,2024-07-02,2024-06-02 23:59:59.999999999,2024-07-02 23:59:59.999999999,988,29.599,0.5,0.5,60.116,16,3,1,0,0,0,0,False,WINDOW_QUALITY_OK,27.0,38.0,11.0,11.149,0.7644,0.7616,0.2356,2.0,100.0,98.0,44.35,100.0,100.0,0.0144,0.0168,0.8332,0.8009,0.7865,45,50,23,47500.0,47380.0,47380.0,47500.0,120.0,11,0,0.0,,,102.15,101.89,1,3,1,0,4,1,3,1,0,4,1,3,1,0,4,0.0744,0,1,1,0.925581,0.0336,0.90073,0.97843,2024-07-02 23:59:59.999999999,2024-03-26 16:16:35,2024-07-02 16:25:02,47760.0,2024-03-26 16:16:35,4.0,98.322,34.0,4,0,4,10,0,3,0,3,10,0,0.7813,0,-0.88551,0.3846,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_OPPORTUNITY_NO_RESPONSE,STATEFUL_WATCH,ACTION_WATCH,False,18,"days_since_fcc=98.322, cyc_since=34.0, cum_primary_no_response=4, cum_strict_no_response=3, cum_anom=0.385, win_anom=0.034, expected=0.074, observed=0, n_ok_opp=1, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
GKONDOXPF3TRKJD_gkondo,2026-06-01,2026-05-02 23:59:59.999999999,2026-06-01 23:59:59.999999999,229,26.662,0.5,0.5,266.778,2,2,2,0,0,0,0,False,WINDOW_QUALITY_OK,512.0,515.0,3.0,3.376,0.7364,0.0717,0.2636,1.0,100.0,99.0,9.0,100.0,100.0,0.0668,0.0939,0.7351,0.708,0.6945,8,12,4,43640.0,43640.0,43640.0,43640.0,0.0,0,0,0.0,,,76.56,76.56,1,2,1,0,3,1,2,1,0,3,1,2,1,0,3,0.1761,0,1,1,0.823944,0.0841,0.79195,0.93395,2026-06-01 23:59:59.999999999,2023-02-02 16:46:38,2026-06-01 20:55:40,43640.0,2026-04-08 02:43:15,506.0,54.887,9.0,1,0,1,6,0,1,0,1,5,0,0.1761,0,-0.19365,0.0841,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_OPPORTUNITY_NO_RESPONSE,STATEFUL_WATCH,ACTION_WATCH,False,21,"days_since_fcc=54.887, cyc_since=9.0, cum_primary_no_response=1, cum_strict_no_response=1, cum_anom=0.084, win_anom=0.084, expected=0.176, observed=0, n_ok_opp=1, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
GREG-WORK-X13Y_gmcneil,2024-09-06,2024-08-07 23:59:59.999999999,2024-09-06 23:59:59.999999999,920,29.905,0.5,1.342,39.542,16,6,3,0,0,0,0,False,WINDOW_QUALITY_OK,146.0,165.0,19.0,19.06,0.7046,0.2802,0.2954,3.0,100.0,97.0,22.9,98.0,100.0,0.0076,0.0334,0.7466,0.7106,0.6777,126,164,63,47140.0,47140.0,47140.0,47140.0,0.0,0,0,0.0,,,86.13,86.13,6,4,6,1,11,4,4,4,0,8,3,4,3,0,7,0.6166,0,6,6,0.51614,0.2872,0.52362,0.65253,2024-09-06 23:59:59.999999999,2023-05-12 21:19:28,2024-09-06 22:00:20,47140.0,2024-08-01 12:59:45,143.0,36.459,22.0,6,1,7,5,0,3,0,3,5,0,0.6166,0,-0.66138,0.2872,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_OPPORTUNITY_NO_RESPONSE,STATEFUL_WATCH,ACTION_WATCH,False,7,"days_since_fcc=36.459, cyc_since=22.0, cum_primary_no_response=6, cum_strict_no_response=3, cum_anom=0.287, win_anom=0.287, expected=0.617, observed=0, n_ok_opp=6, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
HARRLIXPF4PFNTC_harrli,2023-12-28,2023-11-28 23:59:59.999999999,2023-12-28 23:59:59.999999999,769,29.321,0.5,2.205,23.036,25,11,0,0,0,0,0,False,WINDOW_QUALITY_OK,22.0,56.0,34.0,34.788,0.6132,0.257,0.3868,2.0,100.0,98.0,7.0,78.0,100.0,0.0433,0.1292,0.5066,0.4367,0.382,137,196,69,56450.0,57560.0,56310.0,57570.0,1260.0,7,4,1260.0,2023-12-13 09:24:49,40.0,98.95,100.89,15,10,7,0,25,11,10,7,0,21,7,8,4,0,15,5.7147,8,7,15,0.000486,3.313,0.03799,0.04019,2023-12-28 23:59:59.999999999,2023-11-16 10:33:05,2023-12-28 16:11:19,57570.0,2023-12-13 09:24:49,40.0,15.608,16.0,6,0,6,6,0,4,0,4,3,0,1.2073,0,-1.35771,0.5896,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=15.608, cyc_since=16.0, cum_primary_no_response=6, cum_strict_no_response=4, cum_anom=0.59, win_anom=3.313, expected=5.715, observed=8, n_ok_opp=15, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
HARSHADA-X1CG12_hghodke,2026-05-27,2026-04-27 23:59:59.999999999,2026-05-27 23:59:59.999999999,238,28.978,0.5,15.014,73.682,27,15,5,0,0,0,0,False,WINDOW_QUALITY_OK,87.0,100.0,13.0,13.458,0.5652,0.1929,0.4348,2.0,100.0,98.0,15.85,89.5,100.0,0.0448,0.0668,0.6023,0.4771,0.3961,42,54,21,48580.0,49840.0,48570.0,52920.0,4350.0,17,6,4350.0,2026-05-20 13:35:42,97.0,85.18,87.39,3,3,3,0,6,2,3,2,0,5,0,3,0,0,3,1.2148,0,3,3,0.202038,0.6946,0.2484,0.31962,2026-05-27 23:59:59.999999999,2024-09-08 10:50:18,2026-05-27 09:12:36,49880.0,2026-05-20 13:35:42,97.0,7.434,3.0,1,0,1,0,0,0,0,0,1,0,0.386,0,-0.48779,0.2118,2,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=7.434, cyc_since=3.0, cum_primary_no_response=1, cum_strict_no_response=0, cum_anom=0.212, win_anom=0.695, expected=1.215, observed=0, n_ok_opp=3, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
HNAKA-PF43B9PV_hnaka,2025-05-22,2025-04-22 23:59:59.999999999,2025-05-22 23:59:59.999999999,157,29.499,0.5,2.86,287.863,7,7,5,0,0,0,0,False,WINDOW_QUALITY_OK,304.0,306.0,2.0,2.034,0.9095,0.0857,0.0905,24.0,100.0,76.0,57.6,100.0,100.0,0.0,0.0,0.9365,0.925,0.9193,17,22,9,45660.0,45660.0,45660.0,45660.0,0.0,0,0,0.0,,,80.04,80.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2025-05-22 23:59:59.999999999,2023-03-20 14:52:18,2025-05-22 22:05:49,45670.0,2025-03-19 12:58:31,289.0,64.459,17.0,1,0,1,5,0,1,0,1,3,0,0.0412,0,-0.04207,0.0183,1,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=64.459, cyc_since=17.0, cum_primary_no_response=1, cum_strict_no_response=1, cum_anom=0.018, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
IMANARANG1-3A19_imanarang1,2025-09-01,2025-08-02 23:59:59.999999999,2025-09-01 23:59:59.999999999,390,28.006,0.5,0.5,87.132,19,19,4,0,0,0,0,False,WINDOW_QUALITY_OK,379.0,383.0,4.0,4.285,0.8804,0.0547,0.1196,19.0,100.0,81.0,95.0,98.0,100.0,0.0,0.0019,0.9905,0.9881,0.8276,24,58,12,35430.0,35430.0,35430.0,35430.0,0.0,0,0,0.0,,,90.15,90.15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2025-09-01 23:59:59.999999999,2023-02-20 16:54:54,2025-09-01 08:35:29,35430.0,2023-09-15 15:07:24,160.0,717.37,223.0,4,0,4,51,0,0,0,0,23,0,0.198,0,-0.20355,0.0884,0,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=717.37, cyc_since=223.0, cum_primary_no_response=4, cum_strict_no_response=0, cum_anom=0.088, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:28Z,rolling30-v1.0,30,1,abs_ge_50mWh
