n_active_reference,p_response_80_20_80_168h,n_known_80_20_80,k_fa05_80_20_80,k_fa10_80_20_80,p_response_90_10_90_168h,n_known_90_10_90,k_fa05_90_10_90,k_fa10_90_10_90
214,0.4542,18017,5,4,0.7399,173,3,2
