config,stateful_recall,stateful_episode_id_symmetric_diff,stateful_duplicate_count,stateful_no_response_mae,n_users_verified,n_reference_ends,peak_pending_per_user_max,peak_pending_per_user_mean
"bounded W=30d stride=7d vs full-retention, rw=168h gap=ok_only (UNION A+B)",1.0,0,0,0.0,200,8806,11,3.555
