cluster_id,cluster_profile_name,n_windows,share_response,share_no_response,share_censored,share_large_gap,share_fw_core,share_gauge_core,share_soft_calibration,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
-1,SPARSE_OR_GAPPY,33031,0.3281,0.6719,0.3052,0.1506,0.0,0.0,0.0,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
0,MOBILE_DEEP_CYCLE,6265,0.5939,0.4061,0.3194,0.0619,0.0275,0.0,0.0,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
1,AC_BOUND,2992,0.4648,0.5352,0.2202,0.0976,0.0522,0.0174,0.0087,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
2,MOBILE_DEEP_CYCLE,11323,0.4444,0.5556,0.1466,0.1552,0.0606,0.0,0.0,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
3,AC_BOUND,14282,0.3272,0.6728,0.2387,0.0342,0.0821,0.0,0.0,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
4,MOBILE_DEEP_CYCLE,72514,0.4528,0.5472,0.2186,0.0638,0.0887,0.0,0.0,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
5,AC_BOUND,59619,0.1053,0.8947,0.2193,0.0812,0.0965,0.0,0.0037,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
6,MOBILE_DEEP_CYCLE,33,0.0633,0.9367,0.1939,0.0,0.0,0.0,0.0,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
