user_id,final_label,recommended_action,confidence,subreason,review_priority,gauge_reset_score_0_100,fw_check_score_0_100,ml_fw_support_score_0_100,primary_evidence,flat_tail_days,fcc_changes,tail_cycle_delta,tail_n_80_20_80_ok,tail_n_unresponded_80_20_80_complete_window,tail_n_unresponded_90_10_90_complete_window,tail_n_80_20_80_large_gap,tail_ac_time_ratio,tail_min_rsoc,obs_days,data_quality_label,device_model,batt_vendor,batt_fru,operational_message,watch_subreason,analysis_timestamp
EB16034-F2RY6ZG_eb16034,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,46.5,14.4,0.0,"flat_tail=18.0d, fcc_changes=2, tail_cyc=7.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=2/3 -> ambiguous (watch)",18.0,2,7.0,0,0,0,3,0.7865,2.0,998.79,QUALITY_OK,ThinkPad T14 Gen 1,LG,5B10W139,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
FANG_X13,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,69.7,13.8,0.0,"flat_tail=20.6d, fcc_changes=3, tail_cyc=2.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> ambiguous (watch)",20.6,3,2.0,0,0,0,0,0.8639,14.0,769.58,QUALITY_OK,ThinkPad X13 Gen 4,SMP,5B11H56366,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_ACTIVE_LOW_CADENCE,2026-06-03T16:38:27
GTORRES3-5AZJEC_gtorres3,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,54.7,26.6,0.0,"flat_tail=120.0d, fcc_changes=6, tail_cyc=8.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=1/1 -> ambiguous (watch)",120.0,6,8.0,0,0,0,1,0.3118,1.0,499.19,QUALITY_SPARSE,ThinkPad X9-15 Gen 1,BYD,L24B4PE2,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
HIDEKIK-F3T9NA0_hidekik,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,64.1,21.6,0.0,"flat_tail=50.2d, fcc_changes=4, tail_cyc=16.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> ambiguous (watch)",50.2,4,16.0,0,0,0,0,0.6866,15.0,550.01,QUALITY_OK,ThinkPad X1 Carbon Gen 9,SMP,5B10W13973,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_ACTIVE_LOW_CADENCE,2026-06-03T16:38:27
HIKAWAXPF3Z84A1_hikawa,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,58.5,50.0,0.0,"flat_tail=799.7d, fcc_changes=8, tail_cyc=100.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=3/10 -> ambiguous (watch)",799.7,8,100.0,0,0,0,10,0.8136,0.0,1198.11,QUALITY_OK,ThinkPad X1 Carbon Gen 10,SMP,5B11M90056,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
HIROSE-PF4AKXKG_hirose,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,67.3,11.3,0.0,"flat_tail=6.8d, fcc_changes=1, tail_cyc=1.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> ambiguous (watch)",6.8,1,1.0,0,0,0,0,0.6947,90.0,280.8,QUALITY_OK,ThinkPad Z16 Gen 2,SMP,5B10W51887,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_ACTIVE_LOW_CADENCE,2026-06-03T16:38:27
HSUMIXPF3T9QH8_hsumi,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,63.4,37.0,0.0,"flat_tail=209.0d, fcc_changes=11, tail_cyc=10.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=1/2 -> ambiguous (watch)",209.0,11,10.0,0,0,0,2,0.5021,1.0,723.39,QUALITY_SPARSE,ThinkPad X1 Carbon Gen 9,SMP,5B10W13973,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
IMIHO-PF2SCRY9_imiho,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,59.9,50.0,0.0,"flat_tail=604.3d, fcc_changes=0, tail_cyc=159.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=3/7 -> ambiguous (watch)",604.3,0,159.0,0,0,0,7,0.8381,1.0,604.27,QUALITY_OK,ThinkPad T14 Gen 1,LG,5B10W139,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
IYOSHIMITSU-VKS_iyoshimitsu,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,58.2,50.0,0.0,"flat_tail=495.8d, fcc_changes=2, tail_cyc=65.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=8/22 -> ambiguous (watch)",495.8,2,65.0,0,0,0,22,0.855,0.0,1085.72,QUALITY_OK,ThinkPad T14 Gen 3,LG,5B10W51860,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
JFISHEL-F56FAH2_jfishel,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,64.7,44.3,0.0,"flat_tail=174.8d, fcc_changes=0, tail_cyc=26.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/2 -> ambiguous (watch)",174.8,0,26.0,0,0,0,2,0.7627,5.0,174.78,QUALITY_OK,ThinkPad X1 Carbon Gen 13,SMP,5B11M90097,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
JL24078-F3YZT26_jl24078,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,56.7,50.0,0.0,"flat_tail=457.2d, fcc_changes=0, tail_cyc=73.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/8 -> ambiguous (watch)",457.2,0,73.0,0,0,0,8,0.6943,2.0,457.16,QUALITY_OK,ThinkPad X1 Carbon Gen 10,Sunwoda,5B10W13975,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
JP2-E3-05_e3,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,58.8,37.6,0.0,"flat_tail=708.8d, fcc_changes=0, tail_cyc=13.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=6/7 -> ambiguous (watch)",708.8,0,13.0,0,0,0,7,0.6068,5.0,708.8,QUALITY_SPARSE,ThinkPad,Sunwoda,5B10W13975,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
JURAKAWA-3319AM_jurakawa,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,52.9,50.0,0.0,"flat_tail=675.3d, fcc_changes=9, tail_cyc=56.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=15/16 -> ambiguous (watch)",675.3,9,56.0,0,0,0,16,0.5694,0.0,1127.19,QUALITY_OK,ThinkPad X1 Carbon Gen 9,SMP,5B10W13973,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
JYANGO-PF462GGQ_jyango,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,60.4,50.0,0.0,"flat_tail=204.5d, fcc_changes=4, tail_cyc=64.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/5 -> ambiguous (watch)",204.5,4,64.0,0,0,0,5,0.812,3.0,259.1,QUALITY_OK,ThinkPad X1 Yoga Gen 7,,,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
KDARDEN-F4CFJD9_kdarden,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,40.2,21.0,0.0,"flat_tail=37.1d, fcc_changes=2, tail_cyc=24.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=2/2 -> ambiguous (watch)",37.1,2,24.0,0,0,0,2,0.6317,1.0,421.79,QUALITY_OK,ThinkPad T14 Gen 4,Celxpert,5B10W51866,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
KHORINOUCHI-42K_khorinouchi,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,58.0,37.0,0.0,"flat_tail=195.9d, fcc_changes=0, tail_cyc=10.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=4/5 -> ambiguous (watch)",195.9,0,10.0,0,0,0,5,0.4415,1.0,195.91,QUALITY_SPARSE,ThinkPad T14 Gen 1,LG,5B10W13905,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
KTAKEDA5-3ZPVTQ_ktakeda5,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,70.3,43.0,0.0,"flat_tail=217.0d, fcc_changes=7, tail_cyc=15.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=3/5 -> ambiguous (watch)",217.0,7,15.0,0,0,0,5,0.9292,6.0,410.55,QUALITY_OK,ThinkPad X1 Carbon Gen 10,,,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_POSSIBLE_OPPORTUNITY_WITH_LARGE_GAPS,2026-06-03T16:38:27
LAPTOP-CPPVM862_LL,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,64.9,76.0,19.3,"flat_tail=553.5d, fcc_changes=1, tail_cyc=63.0, tail_ok[90/80]=0/1, unresp_complete[90/80]=0/1, large_gap[90/80]=0/1 -> ambiguous (watch)",553.5,1,63.0,1,1,0,1,0.8289,5.0,589.94,QUALITY_OK,ThinkPad X13 Yoga Gen 3,LG,5B11A14635,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_OTHER_AMBIGUOUS,2026-06-03T16:38:27
LAPTOP-QQLCC3QB_jl240,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,73.4,13.4,0.0,"flat_tail=20.5d, fcc_changes=6, tail_cyc=0.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> ambiguous (watch)",20.5,6,0.0,0,0,0,0,1.0,76.0,465.37,QUALITY_OK,ThinkPad X1 Yoga 4th,SMP,02DL005,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_ACTIVE_LOW_CADENCE,2026-06-03T16:38:27
LAPTOP-SH0NRR9B_Mesery2,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,69.8,10.0,0.0,"flat_tail=0.1d, fcc_changes=1, tail_cyc=0.0, tail_ok[90/80]=0/0, unresp_complete[90/80]=0/0, large_gap[90/80]=0/0 -> ambiguous (watch)",0.1,1,0.0,0,0,0,0,0.9881,99.0,1102.83,QUALITY_OK,ThinkPad X1 2-in-1 Gen 10,Celxpert,5B11M90098,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_ACTIVE_LOW_CADENCE,2026-06-03T16:38:27
LAPTOP-STAV4QJC_PQM,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,,52.4,76.0,36.1,"flat_tail=297.5d, fcc_changes=0, tail_cyc=120.0, tail_ok[90/80]=0/1, unresp_complete[90/80]=0/1, large_gap[90/80]=5/7 -> ambiguous (watch)",297.5,0,120.0,1,1,0,7,0.4808,1.0,297.49,QUALITY_OK,ThinkPad X1 Yoga Gen 8,Sunwoda,5B10W13975,FCC更新率は低いが完全凍結ではない/学習機会がlarge-gapまたは打ち切りで確証が弱い/境界的のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,WATCH_OTHER_AMBIGUOUS,2026-06-03T16:38:27
