user_id,final_label,recommended_action,confidence,sub_reason,gauge_reset_score_0_100,fw_check_score_0_100,primary_evidence,flat_tail_days,fcc_changes,tail_cycle_delta,tail_n_90_10_90_ok,tail_n_80_20_80_ok,tail_n_85_15_85_ok,tail_response_rate_80_20_80_72h,relevant_response_rate_72h,tail_ac_time_ratio,tail_min_rsoc,tail_max_rsoc,tail_rsoc_swing,obs_days,data_quality_label,device_model,batt_vendor,batt_fru,operational_message,analysis_timestamp
HIKAWAXPF3Z84A1_hikawa,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,high,NO_OPPORTUNITY_AC_BOUND,81.3,50.0,"flat_tail=799.7d, fcc_changes=8, tail_cyc=100.0, tail_ok[90/80/85]=0/0/0, ac=0.81, min_rsoc=0.0, swing=100.0 -> no learning opportunity in flat tail",799.7,8,100.0,0,0,0,,,0.8136,0.0,100.0,100.0,1198.11,QUALITY_OK,ThinkPad X1 Carbon Gen 10,SMP,5B11M90056,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
JYANGO-PF462GGQ_jyango,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,high,NO_OPPORTUNITY_AC_BOUND,81.2,50.0,"flat_tail=204.5d, fcc_changes=4, tail_cyc=64.0, tail_ok[90/80/85]=0/0/0, ac=0.81, min_rsoc=3.0, swing=97.0 -> no learning opportunity in flat tail",204.5,4,64.0,0,0,0,,,0.812,3.0,100.0,97.0,259.1,QUALITY_OK,ThinkPad X1 Yoga Gen 7,,,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
JP2-E3-05_e3,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING,80.6,37.6,"flat_tail=708.8d, fcc_changes=0, tail_cyc=13.0, tail_ok[90/80/85]=0/0/0, ac=0.61, min_rsoc=5.0, swing=95.0 -> no learning opportunity in flat tail",708.8,0,13.0,0,0,0,,,0.6068,5.0,100.0,95.0,708.8,QUALITY_SPARSE,ThinkPad,Sunwoda,5B10W13975,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
TP-X1C-G11_emmet,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_UNSPECIFIED,80.4,43.8,"flat_tail=176.5d, fcc_changes=1, tail_cyc=22.0, tail_ok[90/80/85]=0/0/0, ac=0.60, min_rsoc=1.0, swing=99.0 -> no learning opportunity in flat tail",176.5,1,22.0,0,0,0,,,0.5968,1.0,100.0,99.0,185.27,QUALITY_OK,ThinkPad X1 Carbon Gen 11,Sunwoda,5B10W13975,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
HSUMIXPF3T9QH8_hsumi,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING,80.0,37.0,"flat_tail=209.0d, fcc_changes=11, tail_cyc=10.0, tail_ok[90/80/85]=0/0/0, ac=0.50, min_rsoc=1.0, swing=99.0 -> no learning opportunity in flat tail",209.0,11,10.0,0,0,0,,,0.5021,1.0,100.0,99.0,723.39,QUALITY_SPARSE,ThinkPad X1 Carbon Gen 9,SMP,5B10W13973,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
ANDY_zuyin,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,high,NO_OPPORTUNITY_LOW_CYCLING;NO_OPPORTUNITY_SHALLOW_RANGE,79.6,34.8,"flat_tail=132.1d, fcc_changes=0, tail_cyc=14.0, tail_ok[90/80/85]=0/0/0, ac=0.73, min_rsoc=38.0, swing=62.0 -> no learning opportunity in flat tail",132.1,0,14.0,0,0,0,,,0.728,38.0,100.0,62.0,132.1,QUALITY_OK,ThinkPad X1 Carbon Gen 11,SMP,5B10W13973,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
E14_test,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING,79.5,24.9,"flat_tail=87.9d, fcc_changes=1, tail_cyc=1.0, tail_ok[90/80/85]=0/0/0, ac=0.77, min_rsoc=1.0, swing=99.0 -> no learning opportunity in flat tail",87.9,1,1.0,0,0,0,,,0.7695,1.0,100.0,99.0,678.98,QUALITY_OK,ThinkPad E14 Gen 6,BYD,L22B3PG4,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
KHORINOUCHI-42K_khorinouchi,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING,78.8,37.0,"flat_tail=195.9d, fcc_changes=0, tail_cyc=10.0, tail_ok[90/80/85]=0/0/0, ac=0.44, min_rsoc=1.0, swing=99.0 -> no learning opportunity in flat tail",195.9,0,10.0,0,0,0,,,0.4415,1.0,100.0,99.0,195.91,QUALITY_SPARSE,ThinkPad T14 Gen 1,LG,5B10W13905,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
M-PA3_Atsus,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING,76.1,25.6,"flat_tail=93.8d, fcc_changes=2, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0, ac=0.53, min_rsoc=8.0, swing=79.0 -> no learning opportunity in flat tail",93.8,2,0.0,0,0,0,,,0.5253,8.0,87.0,79.0,373.83,QUALITY_OK,ThinkPad X1 Carbon Gen 11,SMP,5B10W13973,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
YANAGISAWA51_yanagisawa,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING;NO_OPPORTUNITY_SHALLOW_RANGE,70.0,19.2,"flat_tail=84.0d, fcc_changes=3, tail_cyc=1.0, tail_ok[90/80/85]=0/0/0, ac=0.57, min_rsoc=73.0, swing=27.0 -> no learning opportunity in flat tail",84.0,3,1.0,0,0,0,,,0.5742,73.0,100.0,27.0,227.05,QUALITY_SPARSE,ThinkPad X1 Fold 16 Gen 1,Celxpert,5B10W51898,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
X9ALADDIN-NAITO_arima,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_UNSPECIFIED,69.2,39.8,"flat_tail=220.2d, fcc_changes=0, tail_cyc=24.0, tail_ok[90/80/85]=0/0/0, ac=0.31, min_rsoc=0.0, swing=100.0 -> no learning opportunity in flat tail",220.2,0,24.0,0,0,0,,,0.3122,0.0,100.0,100.0,220.15,QUALITY_SPARSE,ThinkPad X9-15 Gen 1,BYD,L24B4PE2,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
GTORRES3-5AZJEC_gtorres3,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING,67.2,26.6,"flat_tail=120.0d, fcc_changes=6, tail_cyc=8.0, tail_ok[90/80/85]=0/0/0, ac=0.31, min_rsoc=1.0, swing=99.0 -> no learning opportunity in flat tail",120.0,6,8.0,0,0,0,,,0.3118,1.0,100.0,99.0,499.19,QUALITY_SPARSE,ThinkPad X9-15 Gen 1,BYD,L24B4PE2,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
RSEKINOXF43CNVB_rsekino,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_UNSPECIFIED,48.1,56.6,"flat_tail=97.0d, fcc_changes=7, tail_cyc=22.0, tail_ok[90/80/85]=0/1/0, ac=0.27, min_rsoc=6.0, swing=94.0 -> no learning opportunity in flat tail",97.0,7,22.0,0,1,0,0.0,0.0,0.2726,6.0,100.0,94.0,663.9,QUALITY_OK,ThinkPad X1 Yoga Gen 7,SMP,5B10W13973,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
