stateful_label_v2,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,NORMAL_OR_RESPONDING,REVIEW_INSUFFICIENT_DATA,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
STATEFUL_FW_CHECK_CORE,1,0,1,0,0,2026-07-08T17:45:27Z,rolling30-od2.0,30,1,abs_ge_50mWh
STATEFUL_FW_WATCH_HIGH_ANOMALY,0,0,3,2,2,2026-07-08T17:45:27Z,rolling30-od2.0,30,1,abs_ge_50mWh
STATEFUL_GAUGE_SOFT_CALIBRATION_EFFECTIVE_ONLY,0,0,1,1,0,2026-07-08T17:45:27Z,rolling30-od2.0,30,1,abs_ge_50mWh
STATEFUL_NORMAL_RESPONDING,0,0,2,1,0,2026-07-08T17:45:27Z,rolling30-od2.0,30,1,abs_ge_50mWh
STATEFUL_REVIEW_DATA_QUALITY,0,2,2,6,1,2026-07-08T17:45:27Z,rolling30-od2.0,30,1,abs_ge_50mWh
STATEFUL_WATCH_LARGE_GAP_OR_CENSORED,0,0,5,1,0,2026-07-08T17:45:27Z,rolling30-od2.0,30,1,abs_ge_50mWh
STATEFUL_WATCH_LOW_EVIDENCE,0,0,3,4,2,2026-07-08T17:45:27Z,rolling30-od2.0,30,1,abs_ge_50mWh
