window_h,min_mwh,n_effective_steps,explained_by_either,explained_frac,unexplained,unexplained_frac,A_only,B_only,both,neither,by_A_total,by_B_total
336,50.0,18095,16478,0.9106,1617,0.0894,351,9263,6864,1617,7215,16127
