typeB_arm_to_full_h_median,typeB_arm_to_full_h_p90,typeB_arm_to_full_gt48h_frac,typeB_band_entry_rsoc_median,typeA_depth_median,typeA_low_rsoc_median,typeA_typeB_coincident_END_rows,pre_end_gap_gt12h_frac
1.16,11.34,0.0198,71.0,95.0,5.0,4532,0.0323
