user_id,design_mwh
LAPTOP-UQQQG0S3_ThinkPad,57029.92094466126
LAPTOP-USS5OCA4_Cui_Qi,57000.09993004897
LAPTOP-UU99D8BO_T14p_CX_SVT,75000.0
LAPTOP-V1IRQ8I4_1,58000.59447141583
LAPTOP-V450TO4P_Rob,90000.0
LAPTOP-V5HIJJIL_Admin,90093.09162175405
LAPTOP-VHFOHP1Q_Neal,54699.95803608897
LAPTOP-VM3TTE0T_Totoro,67999.54689623923
LAPTOP-VMR2DHBF_test,57000.09608917075
LAPTOP-VSQFIELJ_L16HPT,56999.89992995096
LISA_loconnor,58000.0
LIUFENG7-26Y6JC_liufeng7,54698.120751699316
LIUFENG_liufeng7,57029.937753186445
LIUHY24-X1C8_Miss_Ling,51000.200040008
LIUHY24-X1EGEN4_liuhy24,90090.80590238365
LIXINB-PF5G1XJE_lixinb,57030.290626279166
LL_LLL,75000.0
LOEBACHJ-4SMBAL_X13_2-1,54700.49916805325
LOEBACHJ-4SMBAL_loebachj,54700.49916805325
LOEBACHJ-58TDMH_loebachj,57029.92094466126
LSU4-PF5FS8LS_lsu4,57000.0
LWANG5-PW0A203M_lwang5,46000.0
LXIAO1-PF3T9L7M_lxiao1,57049.648282189824
M-PA3_Atsus,57048.67596967366
MAGSHINE_wangyl,80000.0
MAOXY1-PF1H5KSF_maoxy1,45279.85699921796
MARKUSTH1_theberlein,57029.762501252626
MARUICHIT-CRC21_MARUICHIT,57001.40028005601
MATJONES-56FF1H_MATJONES,57028.67419322609
MATT-T16G1_lietzke,86002.65925299165
MBHAVSAR-3R8CWY_mbhavsar,57001.044932079414
MBHAVSAR-5FSFDE_mbhavsar,57029.823493609256
MBHAVSAR-GM0WY2_mbhavsar,58000.999500249876
MBUT-PF3DMVFZ_mbutt,52500.72836748567
MC702142-0275JW_MC702142,57139.942880456954
MCOCKMAN-09S0ZB_mcockman,56999.5988768552
MCOONER1-67PP9K_mcooner1,89997.05217647637
MCROWNOVER-1540_mcrownover,90000.0
MCROWNOVER-QC11_mcrownover,90000.0
MCROWNOVER-WLK4_mcrownover,94009.26998841252
MD2-SVT-3FCN_xuxru,72010.45961983304
MEHLINGER1-QNSG_mehlinger1,58000.999500249876
MERSEY1_Jeffrey_Farringer,57030.45970551871
MERSEY1_SIT,57029.61063184892
MERSEY1_SVT,57030.70654874292
MERSEY2BELNL_jeffreyf1,57030.16241299304
MERSEYPQMBETA_hels,57000.09894132779
MERSEY_SIT,57029.70297029703
MFINK-PF667W8F_mfink,58000.6004202942
MGOMES3-W0HKDCB_L14,57172.47507157666
MGOMES3-W0HKDCB_mgomes3,57172.47507157666
MHAGI-PF3YCK6H_mhagi,56997.65441751368
MHALE1-PF55QFC9_mhale1,87381.48763561725
MHALE1-PF5CXE0G_mhale1,52500.50010002
MHALE1-PF62L9EM_mhale1,74997.499749975
MHALE1-PW0A1P1J_mhale1,46000.199740337564
MHEIDENFELD-CJ1_mheidenfeldt,57997.38708473311
MHEIDENFELD-XSD_mheidenfeldt,58000.0
MIT_mpatel13,57000.0
MKITAMURA-N0XRP_mkitamura,56999.88755200719
MKOZO-PF3W9L3K_mkozo,56999.42296595499
MKRYNOCK-67L6RD_mkrynock,75002.49975002499
MMERCHANT-H0CAW_mmerchant,58000.0
MMISTURIK-CXCF3_mmisturik,58000.994530084536
MNAKABAYASH-XPZ_mnakabayashi1,57048.60347481856
MNAKATA1-3Y659D_mnakata1,56999.90903302101
MNISHIO1-2DR71T_mnishio1,57002.82942603072
MNISHIO1-43AFSK_Debug,57047.4208739459
MNISHIO1-43AFSK_mnishio1,57047.4208739459
MNISHIO1X121QM6_mnishio1,48199.87959060807
MOBILEPE-4HM087_MobilePE,56997.58884579096
MOBILEPE-4N8HJ9_MobilePE,56998.296763851315
MORISAN-F291M86_morisan,50449.9790707409
MOTO-T14S-Q_motty,58000.0
MOTO-X1C_motty,57999.80332382732
MOTO_AURA,55099.5896306676
MPCD-TNA_HWPA,58000.999500249876
MRIGGS-PW0A1NXC_mriggs,46000.0
MS1-2ND-3C_HWPA,57000.69658672505
MSUMMERVILL-VCL_msummerville,93541.66666666667
MTSUKADA-3MYFQH_mtsukada,51000.55897149245
MYERSP-PF5FSZHR_MYERSP,57029.92094466126
MYERSP-PW0HKDA6_L14,57169.717961405244
MYERSP-PW0HKDA6_MYERSP,57169.717961405244
NAITOX9A_arimasa,55098.98020395921
NANO_G3,49571.110875781
NATHANP-F4YAYFH_nathanp,75000.0
NHEIDENFELD-CDY_nheidenfeldt,54700.760498181415
NICOLEX1CG12_nbaker,57030.33838973162
NILE_SVT,58000.999500249876
NMARX-PF4DMZPC_nmarx,57001.239157372984
