statistic,point,ci_lo,ci_hi
resp_prob_24h,0.24891209747606616,0.19877267997782316,0.3060673871919561
resp_prob_72h,0.38990426457789384,0.3142190426500533,0.4705203760323997
resp_prob_168h,0.5775330396475771,0.48909176256582587,0.6636912197904107
median_delay_h_mean,21.21159381200397,18.847903310376694,23.655221697502522
confirmed_no_response_per_user,4.85121107266436,3.7227508650519034,6.055449826989619
